INPUT VALUES: 
m: 1, c: 0.045, k: 2.2
a_1: -1.95, a_2: -2, a_3: 1.75
w_1: 0.055, w_2: 1.05, w_3: 2.05
Time, Displacement, Velocity, Acceleration 
191.5, 0.8123500732, -0.08956979706, 0.1519397967
191.6, 0.8032463263, -0.1015245777, -0.3902207586
191.7, 0.7902566027, -0.1669659122, -0.9129594183
191.8, 0.7681772154, -0.2825232999, -1.387955495
191.9, 0.7322801565, -0.442088429, -1.788977279
192, 0.6785744358, -0.6370834558, -2.093050698
192.1, 0.6040349598, -0.8568396532, -2.281490142
192.2, 0.5067886763, -1.089070389, -2.340747506
192.3, 0.3862495283, -1.320418373, -2.263043157
192.4, 0.2431959265, -1.537053918, -2.046751647
192.5, 0.07978690071, -1.72529877, -1.696525342
192.6, -0.1004843035, -1.872248905, -1.223150132
192.7, -0.2928977436, -1.966369674, -0.6431386561
192.8, -0.4916713607, -1.998037798, 0.0219224497
192.9, -0.6901761161, -1.960006863, 0.7462444448
193, -0.881192997, -1.847776139, 1.500891389
193.1, -1.057201376, -1.659846553, 2.254974222
193.2, -1.210686829, -1.397852359, 2.976934255
193.3, -1.334455618, -1.066562197, 3.635862477
193.4, -1.421942692, -0.6737487446, 4.20279951
193.5, -1.467500258, -0.2299316024, 4.651961733
193.6, -1.466654691, 0.2519965658, 4.961842142
193.7, -1.416320834, 0.7572457668, 5.116139608
193.8, -1.314964399, 1.269687088, 5.10447736
193.9, -1.162705344, 1.772471109, 4.922880198
194, -0.9613574363, 2.248681069, 4.573990007
194.1, -0.7144018872, 2.681994066, 4.067010001
194.2, -0.4268955868, 3.057323129, 3.417379423
194.3, -0.1053172006, 3.361413789, 2.646191645
194.4, 0.2426430835, 3.58337056, 1.779379309
194.5, 0.6083420328, 3.71509165, 0.8466998527
194.6, 0.9824799633, 3.751593939, -0.1194369284
194.7, 1.355423765, 3.691214811, -1.085251013
194.8, 1.717543582, 3.535682468, -2.016931178
194.9, 2.059549804, 3.290051801, -2.8819757
195, 2.372817004, 2.962508409, -3.650479474
195.1, 2.649682004, 2.56404881, -4.296314516
195.2, 2.883704298, 2.108049987, -4.798155236
195.3, 3.06987861, 1.609745949, -5.140306372
195.4, 3.204791354, 1.08563282, -5.313299664
195.5, 3.286715025, 0.5528268764, -5.314234996
195.6, 3.315637143, 0.02840186415, -5.146852368
195.7, 3.29322302, -0.4712672792, -4.821332264
195.8, 3.222714341, -0.9311274771, -4.35383328
195.9, 3.108768167, -1.338011975, -3.765786795
196, 2.957243392, -1.681123325, -3.08297855
196.1, 2.774943798, -1.952415456, -2.334455844
196.2, 2.569328602, -2.146859626, -1.551306255
196.3, 2.348202672, -2.262583948, -0.7653590733
196.4, 2.119399334, -2.30088144, -0.007863784998
196.5, 1.89046896, -2.266087089, 0.6917991923
196.6, 1.668386167, -2.165329846, 1.307321777
196.7, 1.459287633, -2.008170702, 1.816535424
196.8, 1.268251151, -1.806142721, 2.202297993
196.9, 1.099124768, -1.572212969, 2.453163624
197, 0.9544126861, -1.320189487, 2.563808154
197.1, 0.8352221524, -1.064098707, 2.535192897
197.2, 0.74127299, -0.8175598786, 2.374460612
197.3, 0.6709687165, -0.5931831187, 2.094568788
197.4, 0.6215256071, -0.4020166435, 1.713676372
197.5, 0.589153586, -0.2530665878, 1.254310464
197.6, 0.5692806471, -0.1529097051, 0.7423487046
197.7, 0.5568106601, -0.1054152587, 0.205860841
197.8, 0.5464030233, -0.1115877616, -0.3261411718
197.9, 0.5327617047, -0.1695370723, -0.8249913325
198, 0.5109208382, -0.2745769389, -1.263641248
198.1, 0.4765142024, -0.4194476223, -1.617861226
198.2, 0.4260166146, -0.5946529543, -1.867319739
198.3, 0.3569464824, -0.7888973217, -1.99649534
198.4, 0.268020428, -0.9896038114, -1.995382177
198.5, 0.1592529543, -1.183491291, -1.859958964
198.6, 0.03199647955, -1.357185673, -1.592401221
198.7, -0.1110803727, -1.497839134, -1.201027451
198.8, -0.2660756928, -1.593730679, -0.6999811167
198.9, -0.4279952438, -1.634822182, -0.108661435
199, -0.5909457869, -1.613245903, 0.5490733914
199.1, -0.7483728346, -1.523702289, 1.245897269
199.2, -0.8933329544, -1.363750643, 1.952160174
199.3, -1.018789224, -1.133979743, 2.637137037
199.4, -1.117917395, -0.8380504808, 3.27032912
199.5, -1.18440979, -0.4826080267, 3.822763186
199.6, -1.212763997, -0.07706646669, 4.268233769
199.7, -1.198543979, 0.3667257437, 4.584436155
199.8, -1.138602299, 0.8349261403, 4.753942215
199.9, -1.031253755, 1.312226581, 4.764977704
200, -0.8763926639, 1.782447964, 4.611967954
200.1, -0.6755483659, 2.229176912, 4.295828479
200.2, -0.4318760485, 2.636418187, 3.823987696
200.3, -0.1500826701, 2.989235861, 3.21014011
200.4, 0.1637095623, 3.274356688, 2.473739597
200.5, 0.502157107, 3.480710621, 1.639253276
200.6, 0.8569389606, 3.599885969, 0.7352064501
200.7, 1.21904097, 3.626480216, -0.2069421169
200.8, 1.579069375, 3.558331778, -1.154048251
200.9, 1.927581149, 3.396622931, -2.072602213
201, 2.255417972, 3.145849424, -2.930065782
201.1, 2.554030532, 2.813657829, -3.696171291
201.2, 2.815780188, 2.410557142, -4.344128856
201.3, 3.034205978, 1.949516357, -4.851691889
201.4, 3.204246349, 1.445464433, -5.202036831
201.5, 3.322406844, 0.9147131289, -5.384420806
201.6, 3.386867184, 0.3743263456, -5.39459013
201.7, 3.39752369, -0.1585381821, -5.234922972
201.8, 3.355965607, -0.6672878892, -4.914300545
201.9, 3.26538662, -1.136528118, -4.447712525
202, 3.130435501, -1.552642761, -3.855613413
202.1, 2.957012283, -1.904299178, -3.163056959
202.2, 2.752018601, -2.182856935, -2.398644969
202.3, 2.523072678, -2.382663951, -1.593334521
202.4, 2.278200824, -2.501228345, -0.7791534652
202.5, 2.025518263, -2.539259473, 0.01212211234
202.6, 1.772912469, -2.50057711, 0.7502733129
202.7, 1.527742005, -2.39189322, 1.407872314
202.8, 1.296563178, -2.222476066, 1.961393403
202.9, 1.084895567, -2.003711319, 2.392155006
203, 0.8970358238, -1.748579063, 2.687053741
203.1, 0.7359270529, -1.471069099, 2.839060223
203.2, 0.6030887168, -1.185559467, 2.847456438
203.3, 0.498609431, -0.9061845854, 2.717805327
203.4, 0.4212023448, -0.6462197928, 2.461654473
203.5, 0.3683201586, -0.4175083154, 2.09598697
203.6, 0.3363243036, -0.2299548436, 1.642443152
203.7, 0.3207005299, -0.09110704289, 1.126346459
203.8, 0.3163111971, -0.005842572406, 0.5755749594
203.9, 0.3176730218, 0.02382530889, 0.01932648876
204, 0.3192479777, -0.001184498954, -0.5131701752
204.1, 0.3157345055, -0.07708248374, -0.9939434248
204.2, 0.3023461973, -0.1973965621, -1.397511606
204.3, 0.2750656721, -0.3532784386, -1.70200819
204.4, 0.2308624289, -0.5339150879, -1.890151597
204.5, 0.167865016, -0.7270277031, -1.95001846
204.6, 0.08547980887, -0.9194367337, -1.875587429
204.7, -0.01554901958, -1.097668817, -1.667030228
204.8, -0.1331412383, -1.248579606, -1.330737363
204.9, -0.2639442615, -1.359965794, -0.8790770139
205, -0.4034564139, -1.421140051, -0.3298969121
205.1, -0.5462047936, -1.423444106, 0.2942101829
205.2, -0.6859704133, -1.360677804, 0.9668468151
205.3, -0.8160512487, -1.229425431, 1.658917686
205.4, -0.9295521648, -1.029264944, 2.339856696
205.5, -1.019689493, -0.7628506117, 2.978922729
205.6, -1.080097347, -0.4358648954, 3.54650978
205.7, -1.105122618, -0.05684090412, 4.015416351
205.8, -1.09009601, 0.3631378173, 4.36202066
205.9, -1.031567391, 0.8108482236, 4.567312096
206, -0.9274951958, 1.271432816, 4.617735301
206.1, -0.7773814572, 1.728978197, 4.505811019
206.2, -0.5823462899, 2.1671434, 4.230507174
206.3, -0.3451381222, 2.569812123, 3.797344017
206.4, -0.07007863181, 2.921741918, 3.218228286
206.5, 0.2370559609, 3.209183463, 2.511022615
206.6, 0.5692129527, 3.420444214, 1.69886749
206.7, 0.918293811, 3.546372986, 0.8092833894
206.8, 1.275428475, 3.580745264, -0.1269100853
206.9, 1.63128253, 3.520533094, -1.076813608
207, 1.976385109, 3.366048192, -2.006755785
207.1, 2.301464484, 3.120952104, -2.883635106
207.2, 2.597777971, 2.792132772, -3.676240738
207.3, 2.857423005, 2.389452362, -4.356497626
207.4, 3.073616947, 1.925376523, -4.900584441
207.5, 3.240934513, 1.414500163, -5.289878244
207.6, 3.355493385, 0.8729890775, -5.511686907
207.7, 3.415080727, 0.3179602455, -5.559739196
207.8, 3.419215705, -0.2331738886, -5.434412466
207.9, 3.369145748, -0.7633703566, -5.14268887
208, 3.26777699, -1.256602698, -4.697842251
208.1, 3.119542007, -1.698463724, -4.118869097
208.2, 2.930210524, -2.076699544, -3.429687561
208.3, 2.706651065, -2.381653258, -2.658138195
208.4, 2.45655352, -2.60660052, -1.834828222
208.5, 2.188124124, -2.747963699, -0.9918676797
208.6, 1.909765467, -2.805396434, -0.161550164
208.7, 1.629754655, -2.78173578, 0.6249668304
208.8, 1.3559328, -2.682824656, 1.338927073
208.9, 1.095418424, -2.517212717, 1.95513371
209, 0.8543563266, -2.295748781, 2.452952337
209.1, 0.6377119229, -2.031082468, 2.817117613
209.2, 0.4491190672, -1.737096409, 3.038310277
209.3, 0.290787134, -1.428293265, 3.113481112
209.4, 0.1634705741, -1.119163572, 3.045909037
209.5, 0.06650152894, -0.8235611947, 2.844991692
209.6, -0.002116583967, -0.5541127367, 2.525778106
209.7, -0.04555917043, -0.3216857757, 2.108263869
209.8, -0.06798126646, -0.1349382293, 1.616479167
209.9, -0.07427814002, 3.232157105e-005, 1.077408749
210, -0.06981644919, 0.07992479716, 0.5197898836
210.1, -0.06014793447, 0.1043465944, -0.02716051936
210.2, -0.05071832869, 0.07579698127, -0.5350355178
210.3, -0.04658433481, -0.0004770223423, -0.977489714
210.4, -0.05215114298, -0.1167457926, -1.331399672
210.5, -0.07094204966, -0.2631716605, -1.577883925
210.6, -0.1054103429, -0.428276617, -1.703139269
210.7, -0.1568017867, -0.5994829437, -1.699057794
210.8, -0.2250738528, -0.763703447, -1.563598374
210.9, -0.3088754021, -0.9079558567, -1.300896704
211, -0.4055879105, -1.019974904, -0.9211089909
211.1, -0.5114266832, -1.088795669, -0.4399956653
211.2, -0.6215979079, -1.105282982, 0.1217375391
211.3, -0.7305049809, -1.062583907, 0.7393135552
211.4, -0.8319953974, -0.9564835732, 1.384936301
211.5, -0.91963772, -0.7856486711, 2.0289771
211.6, -0.9870168023, -0.5517476666, 2.641245243
211.7, -1.028034607, -0.2594419729, 3.192289137
211.8, -1.037203655, 0.08375223185, 3.654673097
211.9, -1.009920377, 0.4677263913, 4.004175828
212, -0.9427064341, 0.8801557539, 4.2208598
212.1, -0.8334073413, 1.30697412, 4.289966114
212.2, -0.6813394888, 1.732927724, 4.202596681
212.3, -0.4873787524, 2.142185439, 3.956154407
212.4, -0.2539863148, 2.518980056, 3.554522178
212.5, 0.01483008789, 2.848254005, 3.007972348
212.6, 0.3136185907, 3.116282636, 2.332809695
212.7, 0.6356457383, 3.311249002, 1.550761983
212.8, 0.9731130625, 3.42374607, 0.6881428079
212.9, 1.317419356, 3.447185222, -0.2251790108
213, 1.659458371, 3.378093759, -1.156961143
213.1, 1.989940171, 3.216288681, -2.07387183
213.2, 2.299723331, 2.964919146, -2.9428233
213.3, 2.580144701, 2.630375407, -3.732299351
213.4, 2.823333517, 2.222067592, -4.413622134
213.5, 3.022497205, 1.752083032, -4.96210566
213.6, 3.172167416, 1.234735935, -5.358048227
213.7, 3.268396379, 0.6860276034, -5.587522632
213.8, 3.308895712, 0.123039155, -5.642931448
213.9, 3.293112143, -0.4367185445, -5.523304374
214, 3.22223719, -0.9759712261, -5.234325422
214.1, 3.099150531, -1.478336685, -4.788088905
214.2, 2.928299474, -1.928942666, -4.202594488
214.3, 2.715519592, -2.314982045, -3.501002395
214.4, 2.467803912, -2.626182791, -2.71067983
214.5, 2.193030187, -2.855173763, -1.862078348
214.6, 1.899657417, -2.997731696, -0.9874888835
214.7, 1.596404044, -3.052899738, -0.1197262398
214.8, 1.291920918, -3.02297316, 0.7092023191
214.9, 0.994472301, -2.913353445, 1.46938909
215, 0.7116377999, -2.732277394, 2.134225014
215.1, 0.450047154, -2.490433047, 2.681456198
215.2, 0.2151584276, -2.200478939, 3.094054276
215.3, 0.01108826814, -1.876487146, 3.360864836
215.4, -0.1594993032, -1.533333735, 3.477007466
215.5, -0.2954415818, -1.18606234, 3.444011395
215.6, -0.3970619989, -0.8492476406, 3.269681796
215.7, -0.4660924017, -0.5363854735, 2.967703096
215.8, -0.5055367466, -0.2593350688, 2.556996655
215.9, -0.519482605, -0.02783669776, 2.06086045
216, -0.5128690548, 0.1508752484, 1.505927519
216.1, -0.4912213364, 0.2723477806, 0.9209874758
216.2, -0.4603640147, 0.3350622043, 0.335721115
216.3, -0.4261252582, 0.3404583524, -0.2205982733
216.4, -0.3940451743, 0.2928295749, -0.7203819076
216.5, -0.3691009269, 0.1990933728, -1.138926829
216.6, -0.355460606, 0.06844782029, -1.455490735
216.7, -0.3562765603, -0.08807125264, -1.654194914
216.8, -0.3735271901, -0.2581131504, -1.724717093
216.9, -0.4079141041, -0.4285927224, -1.662744925
217, -0.4588191593, -0.5863033082, -1.470170881
217.1, -0.5243233254, -0.7185358506, -1.155020266
217.2, -0.6012866571, -0.813677541, -0.7311152813
217.3, -0.6854860264, -0.8617642151, -0.2174892195
217.4, -0.7718047767, -0.854962659, 0.3624246005
217.5, -0.8544662181, -0.7879619293, 0.9817950485
217.6, -0.9273009749, -0.6582566243, 1.611544348
217.7, -0.9840367169, -0.4663095902, 2.221599697
217.8, -1.0185978, -0.2155866285, 2.782192567
217.9, -1.025401871, 0.08753882798, 3.26515085
218, -0.9996405566, 0.434007615, 3.645129265
218.1, -0.9375319865, 0.812414505, 3.90072596
218.2, -0.8365340082, 1.209451848, 4.015437967
218.3, -0.6955085874, 1.610438974, 3.978414884
218.4, -0.5148298774, 1.999915495, 3.784978537
218.5, -0.2964307799, 2.362273893, 3.436886209
218.6, -0.04378537591, 2.682405071, 2.942325652
218.7, 0.2381727224, 2.94632993, 2.315641407
218.8, 0.5431933729, 3.141790542, 1.576803125
218.9, 0.8639089577, 3.258776109, 0.750637433
219, 1.192081835, 3.289961555, -0.134145219
219.1, 1.518890492, 3.231040193, -1.046088697
219.2, 1.835243054, 3.080936259, -1.952247335
219.3, 2.132105637, 2.84188808, -2.819508153
219.4, 2.400832361, 2.519397987, -3.615924412
219.5, 2.633483737, 2.12205062, -4.312005225
219.6, 2.823120579, 1.661206705, -4.881907769
219.7, 2.964061561, 1.150584566, -5.304482628
219.8, 3.052093988, 0.6057462739, -5.564128936
219.9, 3.084629286, 0.04350932003, -5.65142383
220, 3.06079691, -0.5186922547, -5.563500151
220.1, 2.981472922, -1.063471211, -5.304156783
220.2, 2.849242142, -1.574147896, -4.883697131
220.3, 2.668295464, -2.035381519, -4.318502557
220.4, 2.444266613, -2.433746217, -3.630358617
220.5, 2.184015031, -2.758228516, -2.845562204
220.6, 1.895363809, -3.00062607, -1.99384679
220.7, 1.586803367, -3.15583166, -1.107170532
220.8, 1.267172956, -3.221991238, -0.2184176376
220.9, 0.9453329347, -3.200529998, 0.6399330307
221, 0.6298410709, -3.096045988, 1.437116844
221.1, 0.3286459289, -2.916076215, 2.145315509
221.2, 0.04880961013, -2.670745533, 2.740761398
221.3, -0.2037291446, -2.37231341, 3.204668505
221.4, -0.4243422126, -2.034637898, 3.523951753
221.5, -0.6098425403, -1.672579521, 3.691705248
221.6, -0.7585530193, -1.301370238, 3.707420235
221.7, -0.8703116164, -0.9359740134, 3.576934403
221.8, -0.9464132614, -0.590465827, 3.312115467
221.9, -0.9894916447, -0.2774550586, 2.930293077
222, -1.003346586, -0.00757729101, 2.45346364
222.1, -0.9927248984, 0.2109244019, 1.907302145
222.2, -0.9630645884, 0.3725114257, 1.320023119
222.3, -0.9202137521, 0.4745421841, 0.721139147
222.4, -0.8701365287, 0.5173375113, 0.1401696356
222.5, -0.8186189823, 0.5041167686, -0.3946454858
222.6, -0.7709877299, 0.4408078342, -0.857572665
222.7, -0.7318535387, 0.3357395514, -1.226500343
222.8, -0.7048910122, 0.1992301693, -1.483896118
222.9, -0.6926639001, 0.04308970731, -1.61756501
223, -0.6965035904, -0.1199421866, -1.621176772
223.1, -0.7164460361, -0.2767985907, -1.494539974
223.2, -0.7512298488, -0.4147018807, -1.243611248
223.3, -0.7983556515, -0.5217679195, -0.8802392891
223.4, -0.854204138, -0.5875717887, -0.4216543861
223.5, -0.9142077545, -0.6036506023, 0.1102749952
223.6, -0.9730685932, -0.5639216012, 0.6899872065
223.7, -1.025013084, -0.4649973001, 1.289334097
223.8, -1.064072451, -0.3063838053, 1.878802631
223.9, -1.084376773, -0.09055336056, 2.428799817
224, -1.080449827, 0.1771125056, 2.910946572
224.1, -1.047491833, 0.4885073796, 3.299325744
224.2, -0.9816376704, 0.833104653, 3.571631343
224.3, -0.8801790929, 1.198370138, 3.710170134
224.4, -0.7417409862, 1.570265653, 3.702672889
224.5, -0.5664035679, 1.933822725, 3.542880517
224.6, -0.3557646979, 2.273762555, 3.230879721
224.7, -0.112938952, 2.575136359, 2.773173277
224.8, 0.1575072394, 2.823959259, 2.182481153
224.9, 0.4496824061, 3.007811098, 1.477279975
225, 0.7565542158, 3.116378842, 0.6810992926
225.1, 1.070184001, 3.141917605, -0.1783966695
225.2, 1.382002487, 3.079610657, -1.070504087
225.3, 1.6831158, 2.92781294, -1.96270629
225.4, 1.964629545, 2.688167421, -2.821981501
225.5, 2.217977903, 2.365588867, -3.616137377
225.6, 2.435244462, 1.968115132, -4.315117042
225.7, 2.609461766, 1.506631536, -4.892222357
225.8, 2.734877378, 0.9944791988, -5.325203613
225.9, 2.807175622, 0.4469629911, -5.597170313
226, 2.823645902, -0.1192210274, -5.69728514
226.1, 2.783290704, -0.6866154803, -5.621212173
226.2, 2.686868796, -1.237663257, -5.371300651
226.3, 2.536871816, -1.755373878, -4.956496535
226.4, 2.337435105, -2.223967513, -4.391985453
226.5, 2.094186366, -2.629470423, -3.698581765
226.6, 1.814038218, -2.960237635, -2.901889044
226.7, 1.504933031, -3.207381645, -2.031266739
226.8, 1.175550315, -3.365089852, -1.118645855
226.9, 0.8349884932, -3.430818031, -0.1972427232
227, 0.4924338496, -3.405352304, 0.6997758679
227.1, 0.1568299754, -3.292737485, 1.54062091
227.2, -0.1634390617, -3.100075227, 2.296147856
227.3, -0.4608391988, -2.837200785, 2.941009426
227.4, -0.728939021, -2.516252187, 3.454647029
227.5, -0.9626146864, -2.151150066, 3.822080064
227.6, -1.158199268, -1.757010053, 4.034460861
227.7, -1.313570981, -1.349512365, 4.089372814
227.8, -1.428177323, -0.9442549646, 3.990860035
227.9, -1.502994835, -0.5561172318, 3.749188085
228, -1.540426858, -0.1986606141, 3.380346553
228.1, -1.544144255, 0.1164089337, 2.905315077
228.2, -1.5188764, 0.379694554, 2.34912423
228.3, -1.470161791, 0.5844595584, 1.739751268
228.4, -1.404069307, 0.7268617446, 1.106897579
228.5, -1.32690227, 0.8060616846, 0.4806995786
228.6, -1.244898167, 0.8242010394, -0.1095724698
228.7, -1.163937003, 0.7862524415, -0.6367728323
228.8, -1.089270817, 0.6997479057, -1.077042819
228.9, -1.025285945, 0.5743978407, -1.410828509
229, -0.9753081765, 0.4216173442, -1.623710866
229.1, -0.9414590708, 0.2539803535, -1.707013406
229.2, -0.924569496, 0.0846252585, -1.65816192
229.3, -0.9241539668, -0.07336239227, -1.480781267
229.4, -0.9384467507, -0.2075635075, -1.184525327
229.5, -0.9644980482, -0.3068089811, -0.7846474419
229.6, -0.9983259648, -0.3617080069, -0.3013296337
229.7, -1.035117592, -0.3650984003, 0.2412009366
229.8, -1.069470394, -0.3123994534, 0.8157308462
229.9, -1.095663345, -0.2018519774, 1.393249777
230, -1.107945972, -0.03463496492, 1.944220017
230.1, -1.100832648, 0.185146473, 2.439872322
230.2, -1.069389222, 0.4506017855, 2.853473232
230.3, -1.009499362, 0.7523187141, 3.161510083
230.4, -0.9180988056, 1.078739293, 3.344743374
230.5, -0.7933670164, 1.416632562, 3.389081686
230.6, -0.6348675498, 1.751644298, 3.286241765
230.7, -0.4436305354, 2.068900803, 3.034165375
230.8, -0.2221731292, 2.353641394, 2.637174704
230.9, 0.02554361403, 2.591853032, 2.105859079
231, 0.2942203175, 2.770880291, 1.456697013
231.1, 0.5773835431, 2.879984893, 0.7114286993
231.2, 0.8676024813, 2.910831043, -0.1037954206
231.3, 1.156749585, 2.857875837, -0.9594550005
231.4, 1.43629478, 2.718647965, -1.82384605
231.5, 1.697621433, 2.493902508, -2.664363971
231.6, 1.932351286, 2.187644808, -3.448830109
231.7, 2.132665146, 1.8070218, -4.14680668
231.8, 2.291606213, 1.362084718, -4.73084536
231.9, 2.403353621, 0.8654324469, -5.177617508
232, 2.463454918, 0.3317497553, -5.468878912
232.1, 2.469007869, -0.2227409584, -5.592228783
232.2, 2.418784031, -0.7808921708, -5.541631255
232.3, 2.313288891, -1.32528306, -5.317677548
232.4, 2.154755959, -1.838884071, -4.927577693
232.5, 1.947074904, -2.305707096, -4.384882018
232.6, 1.695656496, -2.711414715, -3.708943789
232.7, 1.407239723, -3.043863648, -2.924145201
232.8, 1.089648789, -3.293560259, -2.058918755
232.9, 0.751509741, -3.454009636, -1.14460453
233, 0.4019381257, -3.521944132, -0.2141907212
233.1, 0.05021021291, -3.497422294, 0.6990103886
233.2, -0.2945690104, -3.383794426, 1.562696191
233.3, -0.6237877884, -3.187536606, 2.346862035
233.4, -0.929626648, -2.917960374, 3.024990786
233.5, -1.205322698, -2.586810473, 3.575094543
233.6, -1.445388797, -2.207767628, 3.980565644
233.7, -1.645779104, -1.795877243, 4.230802067
233.8, -1.80399479, -1.366927955, 4.321581786
233.9, -1.919126161, -0.9368059565, 4.255171175
234, -1.991830137, -0.5208519932, 4.040163641
234.1, -2.024244664, -0.1332477131, 3.691055989
234.2, -2.01984431, 0.2135432269, 3.227580949
234.3, -1.983243673, 0.5092562691, 2.673824468
234.4, -1.919957413, 0.7462095637, 2.057165383
234.5, -1.836127454, 0.9195745107, 1.407082425
234.6, -1.738229271, 1.027522454, 0.7538790438
234.7, -1.632769943, 1.071241988, 0.127379922
234.8, -1.525990974, 1.054826784, -0.4443458631
234.9, -1.423588604, 0.9850393277, -0.9361812185
235, -1.33046353, 0.8709611527, -1.327026618
235.1, -1.250510656, 0.7235449501, -1.600690088
235.2, -1.186457736, 0.5550880542, -1.746564245
235.3, -1.139759673, 0.3786500927, -1.760062012
235.4, -1.110552786, 0.2074399338, -1.642792851
235.5, -1.097670837, 0.05419833137, -1.40247228
235.6, -1.098721886, -0.06939716585, -1.052568704
235.7, -1.110222476, -0.1532794384, -0.6117026574
235.8, -1.127783148, -0.1894675885, -0.1028240055
235.9, -1.146337093, -0.1724507694, 0.447797973
236, -1.160401885, -0.09946342299, 1.011728813
236.1, -1.164362775, 0.02936010352, 1.559618474
236.2, -1.15276511, 0.2109584747, 2.062493356
236.3, -1.120603004, 0.4394453253, 2.493035945
236.4, -1.063591491, 0.706336293, 2.826797743
236.5, -0.9784101002, 1.000891844, 3.04329396
236.6, -0.8629069211, 1.310561686, 3.126933312
236.7, -0.716253912, 1.621512229, 3.067743206
236.8, -0.5390462155, 1.919214995, 2.861859135
236.9, -0.3333406093, 2.189071246, 2.511756976
237, -0.1026307761, 2.417046504, 2.026217692
237.1, 0.148240253, 2.590288141, 1.420025132
237.2, 0.4132274708, 2.697699856, 0.7134088487
237.3, 0.6852855299, 2.730448589, -0.06874542451
237.4, 0.9566167716, 2.68238217, -0.8978852348
237.5, 1.21895579, 2.550339702, -1.742939971
237.6, 1.463879084, 2.33434109, -2.57158096
237.7, 1.683127239, 2.037647146, -3.351540806
237.8, 1.868926496, 1.666687083, -4.051937109
237.9, 2.014296508, 1.230855714, -4.644545457
238, 2.113331607, 0.7421881191, -5.104968613
238.1, 2.161443926, 0.2149246356, -5.413653098
238.2, 2.155558244, -0.3350163736, -5.556710642
238.3, 2.094250377, -0.8906366708, -5.526510115
238.4, 1.977823203, -1.43450293, -5.322015006
238.5, 1.808316972, -1.949411905, -4.948852149
238.6, 1.589453208, -2.419048858, -4.419108525
238.7, 1.326514227, -2.82861236, -3.750864294
238.8, 1.02616293, -3.165379957, -2.967481177
238.9, 0.6962099671, -3.419191635, -2.096675473
239, 0.3453374907, -3.582831358, -1.169413965
239.1, -0.01720947385, -3.652291237, -0.2186783095
239.2, -0.3819517454, -3.626907654, 0.7218510384
239.3, -0.7395116685, -3.509364023, 1.619136967
239.4, -1.080942386, -3.305560342, 2.442098497
239.5, -1.398037622, -3.024355203, 3.16284003
239.6, -1.683609717, -2.677191184, 3.757746389
239.7, -1.931725019, -2.27761935, 4.208398631
239.8, -2.137887484, -1.840742741, 4.502273082
239.9, -2.299163536, -1.382602016, 4.633195153
240, -2.41424365, -0.9195287775, 4.601529716
240.1, -2.483438772, -0.4674933883, 4.414100829
240.2, -2.50861237, -0.04147421353, 4.083844917
240.3, -2.493051566, 0.3451257097, 3.629212595
240.4, -2.441283325, 0.680990648, 3.073344825
240.5, -2.358843886, 0.9573119059, 2.443058481
240.6, -2.252011575, 1.168098348, 1.767684293
240.7, -2.127514543, 1.310365359, 1.077806274
240.8, -1.992226025, 1.384195028, 0.403955783
240.9, -1.852860108, 1.392665754, -0.2246848415
241, -1.715680941, 1.341654971, -0.7815145666
241.1, -1.586237655, 1.239524026, -1.243630185
241.2, -1.469136134, 1.096699162, -1.592780285
241.3, -1.367857126, 0.925166928, -1.816116788
241.4, -1.284628198, 0.7379059035, -1.906712748
241.5, -1.220354685, 0.5482792639, -1.863824953
241.6, -1.174612256, 0.3694143388, -1.692890659
241.7, -1.145701062, 0.2135958148, -1.405258997
241.8, -1.13075879, 0.09169862153, -1.017668744
241.9, -1.125927421, 0.01268483148, -0.5514948896
242, -1.126566183, -0.01681383908, -0.0317961318
242.1, -1.12750121, 0.007190017723, 0.5137961662
242.2, -1.123300828, 0.08584263517, 1.056300328
242.3, -1.108564305, 0.2173778576, 1.566666108
242.4, -1.078211276, 0.3971748068, 2.017061398
242.5, -1.027759024, 0.6179421839, 2.38210921
242.6, -0.9535753083, 0.8700215788, 2.640022373
242.7, -0.8530954047, 1.141797097, 2.773587593
242.8, -0.724993582, 1.420194082, 2.770956906
242.9, -0.5693011062, 1.6912459, 2.626212581
243, -0.3874651553, 1.940704824, 2.339681074
243.1, -0.1823455133, 2.154671153, 1.91798217
243.2, 0.04185144467, 2.320213833, 1.373810548
243.3, 0.2796993005, 2.425956165, 0.725458307
243.4, 0.5247339137, 2.462601585, -0.003902151567
243.5, 0.7696843703, 2.423376937, -0.7871453785
243.6, 1.006743318, 2.304374073, -1.594291888
243.7, 1.227865734, 2.104774851, -2.393733302
243.8, 1.425083926, 1.826949411, -3.15353263
243.9, 1.59082579, 1.476422921, -3.842745484
244, 1.718223184, 1.061711453, -4.432707046
244.1, 1.801397568, 0.5940331297, -4.898230992
244.2, 1.835710981, 0.08690589437, -5.218670152
244.3, 1.817971779, -0.4443519922, -5.378794416
244.4, 1.746586387, -0.9831985314, -5.369448962
244.5, 1.621650498, -1.512498206, -5.187965005
244.6, 1.444975643, -2.015180125, -4.838305557
244.7, 1.220049665, -2.47489718, -4.330939712
244.8, 0.9519323553, -2.876659209, -3.682450271
244.9, 0.6470901639, -3.207414204, -2.914890645
245, 0.3131763908, -3.456553739, -2.054917378
245.1, -0.0412344959, -3.616321875, -1.132734024
245.2, -0.4069478905, -3.682110815, -0.1808899477
