INPUT VALUES: 
m: 1, c: 0.045, k: 2.2
a_1: -1.95, a_2: -2, a_3: 1.75
w_1: 0.055, w_2: 1.05, w_3: 2.05
Time, Displacement, Velocity, Acceleration 
245.3, -0.774473459, -3.652631225, 0.767016356
245.4, -1.134360004, -3.529950338, 1.677675825
245.5, -1.477527446, -3.319396415, 2.519393975
245.6, -1.795582717, -3.029333644, 3.263347875
245.7, -2.08110704, -2.670816931, 3.884723092
245.8, -2.327903259, -2.257140981, 4.363683731
245.9, -2.53119356, -1.80330241, 4.686135702
246, -2.687759974, -1.325397213, 4.844251976
246.1, -2.796022424, -0.8399785351, 4.836738535
246.2, -2.856051664, -0.3634013036, 4.66883054
246.3, -2.869517164, 0.08881926377, 4.352019504
246.4, -2.839572629, 0.5026088649, 3.903523478
246.5, -2.770684463, 0.8658703945, 3.345522949
246.6, -2.668410773, 1.168933416, 2.704194928
246.7, -2.539140536, 1.404898624, 2.008586067
246.8, -2.389804175, 1.569863523, 1.289372334
246.9, -2.227567888, 1.663020568, 0.57755744
247, -2.059524703, 1.686624355, -0.09683527444
247.1, -1.892395301, 1.645829968, -0.7060226229
247.2, -1.732251152, 1.548409977, -1.225620226
247.3, -1.584271515, 1.404362671, -1.635651564
247.4, -1.452544359, 1.225428648, -1.921365303
247.5, -1.339919345, 1.024536722, -2.073826861
247.6, -1.247918762, 0.8152030184, -2.090259726
247.7, -1.17670983, 0.6109090801, -1.974122578
247.8, -1.125139129, 0.4244856324, -1.734919399
247.9, -1.090827259, 0.2675283849, -1.387751021
248, -1.070319279, 0.1498708453, -0.9526274115
248.1, -1.05928405, 0.07913668103, -0.4535701089
248.2, -1.052753563, 0.06039077063, 0.08245697394
248.3, -1.045391569, 0.09590388783, 0.6267429129
248.4, -1.031779633, 0.1850411315, 1.150100532
248.5, -1.00670792, 0.3242789608, 1.6241586
248.6, -0.9654578578, 0.5073502337, 2.022620592
248.7, -0.9040641169, 0.7255112092, 2.322436532
248.8, -0.8195442479, 0.9679192915, 2.504838073
248.9, -0.7100856486, 1.222105576, 2.556192705
249, -0.5751813564, 1.474522218, 2.468640576
249.1, -0.4157083185, 1.711141425, 2.240486517
249.2, -0.2339442346, 1.918080662, 1.876330185
249.3, -0.03352167513, 2.082227471, 1.386928201
249.4, 0.1806791494, 2.191837272, 0.7887934535
249.5, 0.4026949765, 2.237078584, 0.1035477991
249.6, 0.6256949842, 2.21050226, -0.6429452343
249.7, 0.8422385475, 2.107414441, -1.421631848
249.8, 1.044564779, 1.926136969, -2.20145981
249.9, 1.224901976, 1.668143631, -2.950661095
250, 1.375784203, 1.338065827, -3.638071841
250.1, 1.490361832, 0.9435666686, -4.234434448
250.2, 1.562693095, 0.4950880363, -4.713627359
250.3, 1.588004374, 0.005480447967, -5.053770976
250.4, 1.562908213, -0.5104695169, -5.238163276
250.5, 1.485569729, -1.036595162, -5.256005764
250.6, 1.355814194, -1.555966414, -5.102889048
250.7, 1.175170939, -2.051542194, -4.781017388
250.8, 0.9468513479, -2.506831733, -4.299162344
250.9, 0.6756614109, -2.906537728, -3.672346994
251, 0.3678519675, -3.237154925, -2.921273377
251.1, 0.03091236307, -3.487499534, -2.071516513
251.2, -0.3266844604, -3.649147724, -1.152518089
251.3, -0.6957754064, -3.716765163, -0.1964212476
251.4, -1.066827588, -3.688314068, 0.7632054923
251.5, -1.430272895, -3.565129289, 1.692702495
251.6, -1.776843475, -3.351860342, 2.559656381
251.7, -2.097894789, -3.056281863, 3.334185308
251.8, -2.385703442, -2.688980359, 3.990119128
251.9, -2.633728028, -2.262930243, 4.50602581
252, -2.836822754, -1.792976715, 4.866041903
252.1, -2.991395571, -1.295246842, 5.06047303
252.2, -3.09550483, -0.7865131489, 5.086139969
252.3, -3.148891008, -0.2835359486, 4.946456503
252.4, -3.152942731, 0.1975885496, 4.651236411
252.5, -3.110599018, 0.6420475987, 4.216238237
252.6, -3.026192278, 1.03687341, 3.6624674
252.7, -2.905239019, 1.371423927, 3.015265318
252.8, -2.754187342, 1.637763425, 2.30322402
252.9, -2.580132034, 1.830927737, 1.556972002
253, -2.390509368, 1.94906373, 0.8078823432
253.1, -2.192784468, 1.993437959, 0.08675731139
253.2, -1.994144364, 1.968314903, -0.5774554527
253.3, -1.801209518, 1.880710652, -1.15886146
253.4, -1.619775767, 1.740033104, -1.635682571
253.5, -1.454597282, 1.557624491, -1.991140582
253.6, -1.309219347, 1.346226085, -2.214124499
253.7, -1.185867596, 1.119388187, -2.299613966
253.8, -1.085397956, 0.8908507234, -2.24884158
253.9, -1.007308874, 0.6739209808, -2.069187818
254, -0.9498148257, 0.4808750521, -1.773813593
254.1, -0.9099774012, 0.3224085226, -1.381046471
254.2, -0.8838878896, 0.2071597921, -0.9135469595
254.3, -0.8668930302, 0.1413263148, -0.3972905125
254.4, -0.8538537977, 0.1283900703, 0.1395913256
254.5, -0.8394256719, 0.1689639298, 0.6680613262
254.6, -0.8183479309, 0.2607654339, 1.159465352
254.7, -0.7857291287, 0.398719085, 1.586804719
254.8, -0.7373160759, 0.5751827932, 1.925938047
254.9, -0.6697343497, 0.7802888331, 2.156661486
255, -0.5806895685, 1.002384798, 2.263621287
255.1, -0.4691203391, 1.228555773, 2.237019787
255.2, -0.33529584, 1.445205474, 2.073084518
255.3, -0.1808533688, 1.638671567, 1.77428016
255.4, -0.008773740947, 1.79584888, 1.349253852
255.5, 0.1767049146, 1.904793845, 0.8125156303
255.6, 0.3702317777, 1.955284228, 0.1838668934
255.7, 0.5655406819, 1.939310047, -0.5123995588
255.8, 0.7556922098, 1.851474419, -1.248494727
255.9, 0.9333506222, 1.689286821, -1.994282422
256, 1.09108417, 1.453335735, -2.718534107
256.1, 1.221676283, 1.14733269, -3.390237115
256.2, 1.31843461, 0.7780250967, -3.979901409
256.3, 1.375484862, 0.354980762, -4.46081009
256.4, 1.388037036, -0.1097476227, -4.810161082
256.5, 1.352612607, -0.602064698, -5.010051932
256.6, 1.267222894, -1.106363523, -5.048266131
256.7, 1.131490762, -1.60612394, -4.918827615
256.8, 0.946710133, -2.084553774, -4.622299747
256.9, 0.7158403255, -2.525246558, -4.165815699
257, 0.4434349241, -2.912828739, -3.562838366
257.1, 0.1355075693, -3.233569708, -2.832659211
257.2, -0.2006603365, -3.47592945, -1.999656322
257.3, -0.5567626131, -3.631021192, -1.092342033
257.4, -0.9237524862, -3.692969891, -0.1422392217
257.5, -1.292156771, -3.659151682, 0.8173674306
257.6, -1.652407613, -3.530304335, 1.752753709
257.7, -1.995178609, -3.310504073, 2.63109708
257.8, -2.311711938, -3.007009634, 3.421781465
257.9, -2.594123511, -2.629979932, 4.097611699
258, -2.835674016, -2.192076898, 4.635887542
258.1, -3.030995185, -1.707969818, 5.019292993
258.2, -3.17626239, -1.193761532, 5.236564312
258.3, -3.269306928, -0.6663600774, 5.282909409
258.4, -3.309663819, -0.1428215822, 5.160161589
258.5, -3.298553565, 0.3603086459, 4.876661735
258.6, -3.238799065, 0.8276298425, 4.446874287
258.7, -3.134681503, 1.24546844, 3.890753489
258.8, -2.991741517, 1.602385938, 3.232886717
258.9, -2.816534202, 1.889591424, 2.501451013
259, -2.616348331, 2.101242214, 1.727026634
259.1, -2.398901625, 2.234620747, 0.9413173902
259.2, -2.172024814, 2.290181077, 0.1758313218
259.3, -1.943347653, 2.271463742, -0.5394231187
259.4, -1.719999863, 2.184883313, -1.177170969
259.5, -1.508339322, 2.039398194, -1.713983318
259.6, -1.313718557, 1.846077203, -2.131222271
259.7, -1.140298989, 1.617581694, -2.415779133
259.8, -0.9909202623, 1.367585504, -2.560575381
259.9, -0.8670296643, 1.110157572, -2.564805956
260, -0.7686740546, 0.8591335483, -2.433915275
260.1, -0.6945540672, 0.6275031525, -2.179307597
260.2, -0.6421376992, 0.4268392854, -1.817804546
260.3, -0.6078278813, 0.2667930989, -1.370873214
260.4, -0.5871763388, 0.1546763861, -0.8636579001
260.5, -0.5751340949, 0.09514892355, -0.323856798
260.6, -0.5663274229, 0.09002392953, 0.2195085762
260.7, -0.5553469859, 0.1381997752, 0.7373789025
260.8, -0.537037354, 0.2357207246, 1.201942934
260.9, -0.5067740864, 0.3759639994, 1.587869126
261, -0.4607161053, 0.5499450996, 1.873430727
261.1, -0.396022151, 0.7467282899, 2.041476494
261.2, -0.3110216458, 0.9539246868, 2.080205748
261.3, -0.2053322435, 1.15825665, 1.98371467
261.4, -0.07991862118, 1.346164348, 1.752290412
261.5, 0.0629104166, 1.504428543, 1.392440183
261.6, 0.2195668116, 1.620782919, 0.9166536504
261.7, 0.3853077348, 1.684489664, 0.3429082281
261.8, 0.5544147486, 1.686853538, -0.3060623505
261.9, 0.7204203599, 1.621652186, -1.003705771
262, 0.8763726188, 1.485463959, -1.720756082
262.1, 1.015126753, 1.277878785, -2.426459648
262.2, 1.129651618, 1.001582506, -3.089870776
262.3, 1.213338061, 0.6623104423, -3.681162676
262.4, 1.260296123, 0.2686713751, -4.172898696
262.5, 1.265628417, -0.1681513579, -4.541210358
262.6, 1.225667951, -0.6348098248, -4.76683256
262.7, 1.138170068, -1.116295987, -4.835952195
262.8, 1.00245005, -1.596520183, -4.740834206
262.9, 0.8194601567, -2.058939937, -4.480198348
263, 0.5918023317, -2.487213248, -4.059330306
263.1, 0.3236754817, -2.865849448, -3.48992188
263.2, 0.0207589124, -3.180830724, -2.789646287
263.3, -0.3099638413, -3.420178611, -1.981485638
263.4, -0.6604340892, -3.574441926, -1.092838026
263.5, -1.021791066, -3.637085895, -0.1544408604
263.6, -1.384678289, -3.604766237, 0.8008452379
263.7, -1.739571071, -3.477476743, 1.73934183
263.8, -2.077112182, -3.25856408, 2.627893449
263.9, -2.388442303, -2.954609059, 3.435188408
264, -2.665512096, -2.575179097, 4.133005047
264.1, -2.901363484, -2.132461956, 4.697331956
264.2, -3.090368973, -1.640795703, 5.109315937
264.3, -3.228419568, -1.116114156, 5.355998649
264.4, -3.313053939, -0.5753305299, 5.430811673
264.5, -3.343523914, -0.03568454281, 5.333809793
264.6, -3.32079396, 0.4859202867, 5.071633199
264.7, -3.247475037, 0.973562039, 4.657200583
264.8, -3.127695885, 1.412902154, 4.109146325
264.9, -2.966917341, 1.791719061, 3.451025565
265, -2.771697622, 2.100352076, 2.710320651
265.1, -2.549418463, 2.332037707, 1.917290626
265.2, -2.30798358, 2.483125056, 1.103711973
265.3, -2.055502005, 2.553162037, 0.3015632477
265.4, -1.799969402, 2.54484953, -0.4582914494
265.5, -1.548960486, 2.463866131, -1.147365297
265.6, -1.309345117, 2.318571491, -1.740705286
265.7, -1.08703961, 2.119601363, -2.217894438
265.8, -0.8868032457, 1.879371886, -2.563858194
265.9, -0.7120879991, 1.611514458, -2.769441742
266, -0.5649472697, 1.330265347, -2.831734703
266.1, -0.4460068252, 1.049836054, -2.754130206
266.2, -0.3544985582, 0.7837911723, -2.546116597
266.3, -0.2883549806, 0.5444600914, -2.22281121
266.4, -0.2443598078, 0.342407424, -1.804256508
266.5, -0.218347621, 0.1859844754, -1.314508843
266.6, -0.2054435274, 0.0809806158, -0.7805587941
266.7, -0.2003320607, 0.03038914677, -0.2311291129
266.8, -0.1975433428, 0.03429737914, 0.3045986043
266.9, -0.1917438203, 0.0899053585, 0.7982743917
267, -0.1780187158, 0.1916722096, 1.22363274
267.1, -0.1521337107, 0.3315836518, 1.557654573
267.2, -0.1107642809, 0.4995290919, 1.781589019
267.3, -0.05168250429, 0.6837720443, 1.881791543
267.4, 0.02610701221, 0.8714936593, 1.850342752
267.5, 0.1222882507, 1.049386022, 1.685421414
267.6, 0.2352156631, 1.204269747, 1.39141563
267.7, 0.3619579228, 1.323709344, 0.9787670881
267.8, 0.4984019921, 1.39659987, 0.4635546181
267.9, 0.6394133598, 1.41369958, -0.1331657441
268, 0.779045868, 1.368085509, -0.7862367053
268.1, 0.9107924024, 1.255512155, -1.467455056
268.2, 1.027865929, 1.074657469, -2.146762188
268.3, 1.123499011, 0.8272450996, -2.793519831
268.4, 1.1912491, 0.5180370262, -3.377817393
268.5, 1.225296567, 0.1546961715, -3.87175588
268.6, 1.220722682, -0.2524759437, -4.250654289
268.7, 1.173755522, -0.6909161663, -4.494127515
268.8, 1.081973068, -1.146276115, -4.586990143
268.9, 0.9444544775, -1.602978623, -4.519947721
269, 0.7618726541, -2.044831408, -4.290045938
269.1, 0.5365236347, -2.455672705, -3.900858227
269.2, 0.2722909226, -2.820022165, -3.362403237
269.3, -0.02545440609, -3.123710076, -2.690794867
269.4, -0.3500143367, -3.354458733, -1.907638744
269.5, -0.6935792759, -3.502391767, -1.039199636
269.6, -1.04748984, -3.560450137, -0.1153738502
269.7, -1.402534829, -3.52469735, 0.8314911479
269.8, -1.74927363, -3.394500996, 1.767881256
269.9, -2.078370238, -3.172582831, 2.660451387
270, -2.380925592, -2.864935028, 3.477357069
270.1, -2.648794958, -2.480605778, 4.189526944
270.2, -2.874877671, -2.03136279, 4.771823546
270.3, -3.053367668, -1.53124834, 5.204044385
270.4, -3.179954847, -0.9960439424, 5.471721973
270.5, -3.25196927, -0.4426664822, 5.566689792
270.6, -3.268462563, 0.111479524, 5.487390947
270.7, -3.23022346, 0.649167105, 5.23891693
270.8, -3.139727077, 1.154002288, 4.832775175
270.9, -3.001020253, 1.611043113, 4.286395323
271, -2.819547867, 2.007357036, 3.622395008
271.1, -2.601927452, 2.332494128, 2.867635957
271.2, -2.355681508, 2.578857014, 2.052109871
271.3, -2.088938623, 2.7419528, 1.207700635
271.4, -1.810115727, 2.820517181, 0.3668744674
271.5, -1.527594544, 2.816506214, -0.4386474122
271.6, -1.249405454, 2.734956805, -1.179178384
271.7, -0.982931636, 2.583722349, -1.828264722
271.8, -0.734645408, 2.373095214, -2.363742906
271.9, -0.5098873278, 2.115332383, -2.768612233
272, -0.3126967286, 1.824104606, -3.031686801
272.1, -0.1457001999, 1.51389254, -3.148000238
272.2, -0.01006204157, 1.199355498, -3.118946909
272.3, 0.09450189863, 0.8946995177, -2.952154459
272.4, 0.169648275, 0.6130713986, -2.661093755
272.5, 0.2182720669, 0.3660042106, -2.264443371
272.6, 0.2443205066, 0.162937523, -1.785235996
272.7, 0.2525636191, 0.01083240973, -1.249823301
272.8, 0.2483316856, -0.08610276643, -0.6867033879
272.9, 0.2372313174, -0.1265645024, -0.1252606823
273, 0.2248526943, -0.1121781341, 0.4055282372
273.1, 0.2164808638, -0.04739298273, 0.8783679751
273.2, 0.2168237907, 0.06074653186, 1.268842848
273.3, 0.2297690976, 0.2029437558, 1.556489812
273.4, 0.2581801892, 0.3680917556, 1.725700301
273.5, 0.3037407465, 0.5437952744, 1.766412739
273.6, 0.3668544906, 0.7169502058, 1.674566286
273.7, 0.4466047384, 0.874355655, 1.452296484
273.8, 0.5407756985, 1.003332258, 1.107864325
273.9, 0.6459348019, 1.09232015, 0.6553215175
274, 0.7575727295, 1.131430802, 0.1139258591
274.1, 0.8702953129, 1.112928876, -0.4926688498
274.2, 0.9780592341, 1.031623181, -1.137414371
274.3, 1.074441545, 0.8851496203, -1.791019014
274.4, 1.152931539, 0.6741335641, -2.423199623
274.5, 1.20723249, 0.4022241553, -3.003981873
274.6, 1.231560317, 0.07599845518, -3.504994056
274.7, 1.220926269, -0.2952611852, -3.900699743
274.8, 1.171391353, -0.6999077762, -4.169517247
274.9, 1.080281346, -1.124374625, -4.294778408
275, 0.9463528446, -1.553706385, -4.265486
275.1, 0.7699028001, -1.972154392, -4.076837347
275.2, 0.5528163191, -2.363811686, -3.730491559
275.3, 0.2985500744, -2.713261391, -3.234568472
275.4, 0.01205133194, -3.006211502, -2.603378578
275.5, -0.300384712, -3.230089607, -1.856894504
275.6, -0.6313140168, -3.374572681, -1.019985393
275.7, -0.9723915763, -3.432029727, -0.1214454945
275.8, -1.31465841, -3.397858619, 0.8071431462
275.9, -1.648856332, -3.270702849, 1.732666991
276, -1.965757981, -3.052538836, 2.621804436
276.1, -2.256498916, -2.748629819, 3.442361614
276.2, -2.512898475, -2.367347847, 4.164565304
276.3, -2.727756506, -1.91987088, 4.762259387
276.4, -2.895114049, -1.419767136, 5.213955301
276.5, -3.0104675, -0.8824835554, 5.503693008
276.6, -3.070927681, -0.324759149, 5.621676826
276.7, -3.075317475, 0.2360128373, 5.564659868
276.8, -3.024204196, 0.7824479281, 5.33606127
276.9, -2.919865526, 1.297831544, 4.945811515
277, -2.766190562, 1.766751293, 4.409932439
277.1, -2.568520156, 2.175674683, 3.749869585
277.2, -2.333433204, 2.513448822, 2.991604811
277.3, -2.068487718, 2.771701882, 2.164586213
277.4, -1.78192736, 2.945130275, 1.300519983
277.5, -1.482365463, 3.03166017, 0.432074522
277.6, -1.178459458, 3.032477288, -0.4084492613
277.7, -0.8785889601, 2.951924325, -1.190426196
277.8, -0.5905505507, 2.797270908, -1.886139339
277.9, -0.3212815292, 2.578366228, -2.471885631
278, -0.07662366543, 2.307189384, -2.928909029
278.1, 0.1388637567, 1.997316679, -3.244122662
278.2, 0.322034405, 1.663328512, -3.410590489
278.3, 0.4712240737, 1.320180997, -3.427748988
278.4, 0.5862563577, 0.9825688001, -3.301360359
278.5, 0.6683852918, 0.6643060223, -3.043199972
278.6, 0.7201780692, 0.3777510917, -2.670491921
278.7, 0.745343463, 0.1332997162, -2.205117121
278.8, 0.7485138415, -0.06103297626, -1.672627877
278.9, 0.7349905963, -0.1999237996, -1.101110954
279, 0.7104643118, -0.2809335979, -0.5199475077
279.1, 0.680722034, -0.30457235, 0.04147749329
279.2, 0.6513544967, -0.2742349675, 0.5550616396
279.3, 0.627476125, -0.1960109434, 0.9952127574
279.4, 0.6134700478, -0.07837634914, 1.339965911
279.5, 0.6127692514, 0.06821833911, 1.571942449
279.6, 0.6276834292, 0.2318466978, 1.679110494
279.7, 0.6592791064, 0.3996695528, 1.655314656
279.8, 0.7073183176, 0.5585386297, 1.500552506
279.9, 0.7702585922, 0.695614651, 1.220986003
280, 0.8453143617, 0.7989732519, 0.828687273
280.1, 0.9285772548, 0.858172587, 0.3411293381
280.2, 1.015190206, 0.8647581043, -0.2195568478
280.3, 1.099567976, 0.8126826014, -0.8275278225
280.4, 1.175654655, 0.6986232427, -1.454335706
280.5, 1.237207123, 0.5221815552, -2.070152273
280.6, 1.27809225, 0.2859573534, -2.645057394
280.7, 1.292585013, -0.004507137481, -3.150337445
280.8, 1.275654582, -0.3409112085, -3.559738831
280.9, 1.223225889, -0.7125004771, -3.850623548
281, 1.132405167, -1.106480291, -4.004977787
281.1, 1.001659398, -1.508520829, -4.010230661
281.2, 0.830941528, -1.90333308, -3.85984807
281.3, 0.6217555214, -2.275291861, -3.553676074
281.4, 0.3771578319, -2.60907997, -3.098018634
281.5, 0.1016945255, -2.890326614, -2.50544567
281.6, -0.1987240396, -3.106213414, -1.79433867
281.7, -0.5170064431, -3.246022564, -0.9881920894
281.8, -0.8451143828, -3.301604066, -0.1146990007
281.9, -1.174338691, -3.267742271, 0.7953414912
282, -1.495606301, -3.142406099, 1.709250053
282.1, -1.799805943, -2.926872108, 2.593775529
282.2, -2.078119542, -2.625714839, 3.416431819
282.3, -2.322345979, -2.246664356, 4.146807872
282.4, -2.525204172, -1.800336406, 4.757796483
282.5, -2.680603237, -1.299845901, 5.226690944
282.6, -2.783868778, -0.7603192608, 5.536104046
282.7, -2.831916178, -0.198325372, 5.674671302
282.8, -2.823363853, 0.36875174, 5.637509225
282.9, -2.75858193, 0.9233729777, 5.42640965
283, -2.639674392, 1.448510093, 5.049762097
283.1, -2.470395469, 1.928290336, 4.522207435
283.2, -2.256003737, 2.348593593, 3.864037307
283.3, -2.003059889, 2.697577754, 3.100364318
283.4, -1.719176475, 2.96611104, 2.260097527
283.5, -1.412729785, 3.14809389, 1.374765822
283.6, -1.092545641, 3.240657596, 0.477238101
283.7, -0.7675718129, 3.244232001, -0.399606621
283.8, -0.4465503413, 3.162479993, -1.22420399
283.9, -0.1377029502, 3.00210208, -1.967569081
284, 0.1515578373, 2.772519682, -2.604448832
284.1, 0.4148803996, 2.485450798, -3.114314553
284.2, 0.6471786405, 2.154396165, -3.482153677
284.3, 0.8447816475, 1.794057656, -3.699028355
284.4, 1.005522817, 1.419713475, -3.762378263
284.5, 1.128765428, 1.046576385, -3.676055759
284.6, 1.215364312, 0.6891618974, -3.450092689
284.7, 1.267565949, 0.3606927919, -3.100209427
284.8, 1.288851867, 0.07256477694, -2.647087482
